timestamp,device_id,power_kw,energy_kwh,voltage_v,current_a,frequency_hz,irradiance_w_m2,panel_temperature_c,state
2025-06-08T06:45:00,solar-inv-001,1.129,262.182,226.0,5.0,50.021,222.4,26.7,on
2025-06-08T07:00:00,solar-inv-001,1.684,262.603,227.5,7.4,49.972,334.0,31.6,on
2025-06-08T07:15:00,solar-inv-001,2.193,263.151,232.7,9.42,50.005,432.5,36.8,on
2025-06-08T07:30:00,solar-inv-001,1.997,263.651,231.1,8.64,50.018,400.8,36.8,on
2025-06-08T07:45:00,solar-inv-001,1.96,264.141,228.9,8.56,50.01,389.4,36.8,on
2025-06-08T08:00:00,solar-inv-001,1.885,264.612,228.0,8.27,49.974,378.5,36.4,on
2025-06-08T08:15:00,solar-inv-001,2.48,265.232,231.3,10.72,50.003,493.2,40.7,on
2025-06-08T08:30:00,solar-inv-001,2.882,265.952,229.8,12.54,50.002,573.4,44.0,on
2025-06-08T08:45:00,solar-inv-001,2.828,266.659,233.3,12.12,49.934,559.9,42.7,on
2025-06-08T09:00:00,solar-inv-001,3.828,267.616,230.2,16.63,49.959,753.6,50.4,on
2025-06-08T09:15:00,solar-inv-001,3.673,268.535,229.2,16.03,49.981,722.9,51.2,on
2025-06-08T09:30:00,solar-inv-001,4.403,269.635,229.6,19.18,50.032,876.8,53.3,on
2025-06-08T09:45:00,solar-inv-001,3.529,270.518,230.2,15.33,50.01,701.4,49.0,on
2025-06-08T10:00:00,solar-inv-001,3.967,271.509,234.3,16.93,49.998,782.1,52.1,on
2025-06-08T10:15:00,solar-inv-001,3.173,272.303,226.0,14.04,49.992,628.4,48.0,on
2025-06-08T10:30:00,solar-inv-001,4.278,273.372,229.5,18.64,49.971,842.1,52.6,on
2025-06-08T10:45:00,solar-inv-001,4.781,274.567,230.5,20.74,50.006,952.1,58.2,on
2025-06-08T11:00:00,solar-inv-001,4.993,275.816,229.3,21.77,49.999,993.2,60.4,on
2025-06-08T11:15:00,solar-inv-001,4.762,277.006,230.3,20.68,49.972,938.9,57.7,on
2025-06-08T11:30:00,solar-inv-001,4.748,278.193,228.4,20.79,50.041,947.3,59.3,on
2025-06-08T11:45:00,solar-inv-001,3.658,279.108,230.8,15.85,50.002,726.3,50.7,on
2025-06-08T12:00:00,solar-inv-001,4.329,280.19,230.4,18.79,50.013,863.8,56.7,on
2025-06-08T12:15:00,solar-inv-001,5.314,281.518,229.7,23.13,49.98,1052.1,59.6,on
2025-06-08T12:30:00,solar-inv-001,5.271,282.836,233.5,22.57,49.976,1052.7,61.1,on
2025-06-08T12:45:00,solar-inv-001,1.563,283.227,228.9,6.83,49.989,319.4,41.0,on
2025-06-08T13:00:00,solar-inv-001,5.497,284.601,231.5,23.75,49.988,1095.5,62.5,on
2025-06-08T13:15:00,solar-inv-001,3.926,285.583,231.2,16.98,50.012,778.1,51.0,on
2025-06-08T13:30:00,solar-inv-001,5.322,286.913,229.9,23.15,49.984,1051.5,60.5,on
2025-06-08T13:45:00,solar-inv-001,1.746,287.35,230.1,7.59,50.02,350.0,40.5,on
2025-06-08T14:00:00,solar-inv-001,3.505,288.226,229.0,15.31,49.974,692.7,49.9,on
2025-06-08T14:15:00,solar-inv-001,3.839,289.186,229.2,16.75,49.991,765.2,52.2,on
2025-06-08T14:30:00,solar-inv-001,3.14,289.971,233.2,13.46,49.965,621.9,47.3,on
2025-06-08T14:45:00,solar-inv-001,3.323,290.801,228.5,14.54,49.989,656.1,47.9,on
2025-06-08T15:00:00,solar-inv-001,3.986,291.798,227.6,17.51,50.007,796.8,50.5,on
2025-06-08T15:15:00,solar-inv-001,3.85,292.76,229.5,16.78,50.003,762.6,49.6,on
2025-06-08T15:30:00,solar-inv-001,1.219,293.065,231.5,5.27,50.021,246.2,32.8,on
2025-06-08T15:45:00,solar-inv-001,3.488,293.937,230.6,15.13,49.991,698.9,47.1,on
2025-06-08T16:00:00,solar-inv-001,3.708,294.864,232.2,15.97,49.98,736.9,47.0,on
2025-06-08T16:15:00,solar-inv-001,3.105,295.64,227.0,13.68,49.991,611.9,42.4,on
2025-06-08T16:30:00,solar-inv-001,2.924,296.371,234.4,12.47,49.972,576.0,38.9,on
2025-06-08T16:45:00,solar-inv-001,2.982,297.117,231.1,12.9,49.993,593.5,41.0,on
2025-06-08T17:00:00,solar-inv-001,0.514,297.245,229.0,2.24,49.978,98.9,25.8,on
2025-06-08T17:15:00,solar-inv-001,1.715,297.674,232.8,7.37,49.963,343.1,32.0,on
2025-06-08T17:30:00,solar-inv-001,2.33,298.257,229.7,10.14,49.989,464.7,34.5,on
2025-06-08T17:45:00,solar-inv-001,1.886,298.728,229.8,8.21,50.02,378.0,31.3,on
2025-06-08T18:00:00,solar-inv-001,1.392,299.076,230.2,6.05,49.981,280.7,27.7,on
2025-06-08T18:15:00,solar-inv-001,1.074,299.345,231.3,4.64,50.003,208.1,26.2,on
2025-06-08T18:30:00,solar-inv-001,0.969,299.587,231.0,4.19,50.012,190.1,22.9,on
2025-06-08T18:45:00,solar-inv-001,0.77,299.779,231.2,3.33,50.002,152.2,22.4,on
2025-06-08T19:00:00,solar-inv-001,0.414,299.883,232.4,1.78,50.025,79.2,20.1,on
2025-06-08T19:15:00,solar-inv-001,0.223,299.939,234.6,0.95,49.979,40.0,17.2,on
2025-06-08T19:30:00,solar-inv-001,0.0,299.939,228.6,0.0,50.019,0.0,16.7,standby
2025-06-08T19:45:00,solar-inv-001,0.04,299.949,229.8,0.17,50.018,0.0,17.2,on
2025-06-08T20:00:00,solar-inv-001,0.0,299.949,227.9,0.0,50.005,0.0,14.4,standby
2025-06-08T20:15:00,solar-inv-001,0.0,299.949,228.7,0.0,49.997,0.0,13.5,standby
2025-06-08T20:30:00,solar-inv-001,0.0,299.949,230.8,0.0,50.002,0.0,14.9,standby
2025-06-08T20:45:00,solar-inv-001,0.01,299.951,230.8,0.04,50.015,0.0,12.5,standby
2025-06-08T21:00:00,solar-inv-001,0.0,299.951,230.5,0.0,50.019,0.0,13.6,standby
2025-06-08T21:15:00,solar-inv-001,0.0,299.951,229.6,0.0,50.005,0.0,11.3,standby
2025-06-08T21:30:00,solar-inv-001,0.017,299.955,231.5,0.07,50.019,0.0,13.1,on
2025-06-08T21:45:00,solar-inv-001,0.02,299.96,226.2,0.09,50.005,0.0,10.3,on
2025-06-08T22:00:00,solar-inv-001,0.0,299.96,229.7,0.0,50.024,0.0,11.7,standby
2025-06-08T22:15:00,solar-inv-001,0.005,299.962,233.6,0.02,50.005,0.0,10.1,standby
2025-06-08T22:30:00,solar-inv-001,0.0,299.962,228.3,0.0,50.002,0.0,9.2,standby
2025-06-08T22:45:00,solar-inv-001,0.009,299.964,230.6,0.04,49.986,0.0,10.6,standby
2025-06-08T23:00:00,solar-inv-001,0.01,299.966,228.7,0.04,50.015,0.0,9.6,standby
2025-06-08T23:15:00,solar-inv-001,0.012,299.969,232.9,0.05,50.006,0.0,8.9,on
2025-06-08T23:30:00,solar-inv-001,0.002,299.97,230.2,0.01,49.983,0.0,8.8,standby
2025-06-08T23:45:00,solar-inv-001,0.0,299.97,231.7,0.0,50.016,0.0,11.2,standby
2025-06-09T00:00:00,solar-inv-001,0.0,299.97,233.9,0.0,49.983,0.0,10.4,standby
2025-06-09T00:15:00,solar-inv-001,0.0,299.97,233.0,0.0,50.001,0.0,9.0,standby
2025-06-09T00:30:00,solar-inv-001,0.005,299.971,227.8,0.02,49.983,0.0,11.0,standby
2025-06-09T00:45:00,solar-inv-001,0.0,299.971,231.7,0.0,49.983,0.0,11.5,standby
2025-06-09T01:00:00,solar-inv-001,0.0,299.971,226.1,0.0,49.982,0.0,8.9,standby
2025-06-09T01:15:00,solar-inv-001,0.0,299.971,231.0,0.0,50.007,0.0,11.1,standby
2025-06-09T01:30:00,solar-inv-001,0.0,299.971,231.1,0.0,49.971,0.0,10.3,standby
2025-06-09T01:45:00,solar-inv-001,0.0,299.971,228.9,0.0,50.002,0.0,11.0,standby
2025-06-09T02:00:00,solar-inv-001,0.009,299.973,230.6,0.04,50.019,0.0,10.9,standby
2025-06-09T02:15:00,solar-inv-001,0.013,299.977,230.6,0.06,50.005,0.0,11.8,on
2025-06-09T02:30:00,solar-inv-001,0.0,299.977,233.8,0.0,49.982,0.0,11.3,standby
2025-06-09T02:45:00,solar-inv-001,0.0,299.977,227.4,0.0,50.035,0.0,11.9,standby
2025-06-09T03:00:00,solar-inv-001,0.0,299.977,228.3,0.0,50.009,0.0,14.3,standby
2025-06-09T03:15:00,solar-inv-001,0.005,299.978,228.5,0.02,50.026,0.0,13.7,standby
2025-06-09T03:30:00,solar-inv-001,0.0,299.978,229.9,0.0,50.003,0.0,14.1,standby
2025-06-09T03:45:00,solar-inv-001,0.0,299.978,230.0,0.0,50.037,0.0,17.3,standby
2025-06-09T04:00:00,solar-inv-001,0.003,299.979,228.2,0.01,49.979,0.0,15.8,standby
2025-06-09T04:15:00,solar-inv-001,0.0,299.979,229.6,0.0,50.008,0.0,15.8,standby
2025-06-09T04:30:00,solar-inv-001,0.0,299.979,233.7,0.0,50.016,0.0,15.7,standby
2025-06-09T04:45:00,solar-inv-001,0.016,299.983,229.6,0.07,49.99,0.0,16.4,on
2025-06-09T05:00:00,solar-inv-001,0.024,299.989,228.9,0.1,49.999,0.0,18.4,on
2025-06-09T05:15:00,solar-inv-001,0.006,299.99,230.5,0.03,49.987,0.0,20.4,standby
2025-06-09T05:30:00,solar-inv-001,0.026,299.997,227.4,0.11,49.973,0.0,18.0,on
2025-06-09T05:45:00,solar-inv-001,0.324,300.078,226.7,1.43,50.022,63.5,21.0,on
2025-06-09T06:00:00,solar-inv-001,0.518,300.207,230.2,2.25,50.026,100.7,23.6,on
2025-06-09T06:15:00,solar-inv-001,0.968,300.449,231.7,4.18,50.023,191.7,26.1,on
2025-06-09T06:30:00,solar-inv-001,0.777,300.643,230.9,3.37,49.983,154.2,24.3,on
2025-06-09T06:45:00,solar-inv-001,0.991,300.891,230.3,4.3,50.012,200.2,27.5,on
2025-06-09T07:00:00,solar-inv-001,1.889,301.363,228.7,8.26,50.01,370.9,35.3,on
2025-06-09T07:15:00,solar-inv-001,2.104,301.889,231.4,9.09,49.991,416.7,35.3,on
2025-06-09T07:30:00,solar-inv-001,1.599,302.289,227.4,7.03,49.974,319.9,32.3,on
2025-06-09T07:45:00,solar-inv-001,0.667,302.456,228.4,2.92,50.042,135.8,28.3,on
2025-06-09T08:00:00,solar-inv-001,2.959,303.196,229.6,12.89,49.997,578.3,43.0,on
2025-06-09T08:15:00,solar-inv-001,1.112,303.474,230.3,4.83,49.98,225.6,32.3,on
2025-06-09T08:30:00,solar-inv-001,3.183,304.269,229.5,13.87,49.97,625.5,45.2,on
2025-06-09T08:45:00,solar-inv-001,2.314,304.848,229.1,10.1,49.988,462.3,40.0,on
2025-06-09T09:00:00,solar-inv-001,3.323,305.679,230.5,14.42,49.984,664.7,47.9,on
2025-06-09T09:15:00,solar-inv-001,2.922,306.409,232.8,12.55,49.998,585.3,45.7,on
2025-06-09T09:30:00,solar-inv-001,2.951,307.147,230.9,12.78,49.998,585.2,46.2,on
2025-06-09T09:45:00,solar-inv-001,3.675,308.066,234.0,15.71,50.021,723.1,51.5,on
2025-06-09T10:00:00,solar-inv-001,3.322,308.896,229.9,14.45,49.968,651.4,48.0,on
2025-06-09T10:15:00,solar-inv-001,4.602,310.047,229.0,20.1,49.975,917.8,57.4,on
2025-06-09T10:30:00,solar-inv-001,3.223,310.852,230.4,13.99,49.983,645.0,48.9,on
2025-06-09T10:45:00,solar-inv-001,3.99,311.85,229.4,17.39,50.01,789.0,53.2,on
2025-06-09T11:00:00,solar-inv-001,5.176,313.144,232.5,22.26,49.993,1025.4,59.9,on
2025-06-09T11:15:00,solar-inv-001,5.057,314.408,228.0,22.18,49.996,1005.5,57.9,on
2025-06-09T11:30:00,solar-inv-001,4.234,315.467,229.2,18.47,50.018,841.5,56.7,on
2025-06-09T11:45:00,solar-inv-001,4.154,316.505,228.3,18.2,50.011,831.2,55.2,on
2025-06-09T12:00:00,solar-inv-001,3.968,317.497,231.5,17.14,49.99,788.1,53.0,on
2025-06-09T12:15:00,solar-inv-001,4.474,318.616,232.0,19.28,50.02,891.1,56.5,on
2025-06-09T12:30:00,solar-inv-001,1.816,319.07,226.0,8.04,49.998,365.2,40.5,on
2025-06-09T12:45:00,solar-inv-001,0.706,319.246,228.3,3.09,50.02,136.5,34.1,on
2025-06-09T13:00:00,solar-inv-001,1.043,319.507,232.4,4.49,50.013,203.8,35.2,on
2025-06-09T13:15:00,solar-inv-001,3.977,320.501,229.2,17.35,50.003,790.5,53.0,on
2025-06-09T13:30:00,solar-inv-001,4.868,321.718,232.0,20.98,50.025,967.9,58.1,on
2025-06-09T13:45:00,solar-inv-001,3.969,322.71,229.4,17.3,50.012,781.5,53.6,on
2025-06-09T14:00:00,solar-inv-001,4.63,323.868,229.0,20.22,49.989,923.0,55.7,on
2025-06-09T14:15:00,solar-inv-001,3.954,324.856,228.0,17.34,49.99,783.1,52.4,on
2025-06-09T14:30:00,solar-inv-001,1.806,325.308,228.5,7.9,49.997,356.2,38.6,on
2025-06-09T14:45:00,solar-inv-001,4.9,326.533,230.0,21.3,49.985,972.8,57.1,on
2025-06-09T15:00:00,solar-inv-001,1.017,326.787,231.4,4.39,49.991,206.0,33.6,on
2025-06-09T15:15:00,solar-inv-001,4.208,327.839,231.1,18.21,49.987,837.2,52.1,on
2025-06-09T15:30:00,solar-inv-001,4.105,328.865,227.2,18.07,49.993,812.4,52.1,on
2025-06-09T15:45:00,solar-inv-001,3.989,329.863,229.0,17.42,49.993,790.0,50.6,on
2025-06-09T16:00:00,solar-inv-001,3.454,330.726,229.1,15.08,50.006,687.2,45.7,on
2025-06-09T16:15:00,solar-inv-001,3.149,331.513,230.9,13.64,49.993,622.2,41.5,on
2025-06-09T16:30:00,solar-inv-001,2.48,332.133,230.1,10.78,49.986,495.8,40.4,on
2025-06-09T16:45:00,solar-inv-001,3.348,332.97,228.3,14.66,50.027,663.3,41.1,on
2025-06-09T17:00:00,solar-inv-001,1.935,333.454,231.0,8.38,50.014,379.9,35.8,on
2025-06-09T17:15:00,solar-inv-001,2.617,334.108,232.4,11.26,50.0,514.4,39.1,on
2025-06-09T17:30:00,solar-inv-001,1.971,334.601,230.5,8.55,50.003,386.8,31.7,on
2025-06-09T17:45:00,solar-inv-001,2.19,335.149,228.4,9.59,49.988,435.9,35.0,on
2025-06-09T18:00:00,solar-inv-001,1.163,335.439,229.8,5.06,49.991,233.7,26.5,on
2025-06-09T18:15:00,solar-inv-001,1.531,335.822,231.0,6.63,49.988,303.3,27.8,on
2025-06-09T18:30:00,solar-inv-001,0.884,336.043,232.4,3.8,50.006,170.3,23.8,on
2025-06-09T18:45:00,solar-inv-001,0.869,336.26,228.9,3.8,50.01,175.5,23.6,on
2025-06-09T19:00:00,solar-inv-001,0.474,336.379,227.1,2.09,49.995,81.8,19.6,on
2025-06-09T19:15:00,solar-inv-001,0.281,336.449,229.0,1.23,50.006,55.2,21.3,on
2025-06-09T19:30:00,solar-inv-001,0.007,336.451,228.0,0.03,50.011,0.0,17.6,standby
2025-06-09T19:45:00,solar-inv-001,0.0,336.451,230.8,0.0,50.019,0.0,14.9,standby
2025-06-09T20:00:00,solar-inv-001,0.0,336.451,230.6,0.0,49.996,0.0,14.4,standby
2025-06-09T20:15:00,solar-inv-001,0.007,336.453,231.7,0.03,49.998,0.0,13.6,standby
2025-06-09T20:30:00,solar-inv-001,0.022,336.458,226.1,0.1,49.993,0.0,13.8,on
2025-06-09T20:45:00,solar-inv-001,0.009,336.46,231.4,0.04,49.998,0.0,14.4,standby
2025-06-09T21:00:00,solar-inv-001,0.029,336.468,230.0,0.13,49.991,0.0,13.4,on
2025-06-09T21:15:00,solar-inv-001,0.039,336.477,230.5,0.17,50.002,0.0,11.8,on
2025-06-09T21:30:00,solar-inv-001,0.0,336.477,227.1,0.0,49.981,0.0,11.8,standby
2025-06-09T21:45:00,solar-inv-001,0.0,336.477,229.6,0.0,49.974,0.0,11.2,standby
2025-06-09T22:00:00,solar-inv-001,0.0,336.477,232.6,0.0,50.019,0.0,12.1,standby
2025-06-09T22:15:00,solar-inv-001,0.035,336.486,231.5,0.15,50.028,0.0,12.5,on
2025-06-09T22:30:00,solar-inv-001,0.007,336.488,232.2,0.03,50.021,0.0,11.5,standby
2025-06-09T22:45:00,solar-inv-001,0.015,336.492,227.5,0.07,49.969,0.0,10.3,on
2025-06-09T23:00:00,solar-inv-001,0.0,336.492,231.9,0.0,49.994,0.0,10.1,standby
2025-06-09T23:15:00,solar-inv-001,0.012,336.495,229.4,0.05,49.958,0.0,10.3,on
2025-06-09T23:30:00,solar-inv-001,0.031,336.502,231.7,0.13,50.024,0.0,10.6,on
2025-06-09T23:45:00,solar-inv-001,0.019,336.507,229.2,0.08,49.979,0.0,11.2,on
2025-06-10T00:00:00,solar-inv-001,0.007,336.509,228.6,0.03,50.007,0.0,10.1,standby
2025-06-10T00:15:00,solar-inv-001,0.0,336.509,234.5,0.0,50.009,0.0,9.9,standby
2025-06-10T00:30:00,solar-inv-001,0.0,336.509,227.6,0.0,50.009,0.0,11.2,standby
2025-06-10T00:45:00,solar-inv-001,0.0,336.509,232.8,0.0,50.014,0.0,11.7,standby
2025-06-10T01:00:00,solar-inv-001,0.0,336.509,230.5,0.0,49.988,0.0,9.6,standby
2025-06-10T01:15:00,solar-inv-001,0.0,336.509,230.8,0.0,50.009,0.0,10.1,standby
2025-06-10T01:30:00,solar-inv-001,0.009,336.511,231.8,0.04,49.994,0.0,11.3,standby
2025-06-10T01:45:00,solar-inv-001,0.022,336.517,230.0,0.1,49.99,0.0,11.7,on
2025-06-10T02:00:00,solar-inv-001,0.018,336.521,229.9,0.08,49.976,0.0,12.6,on
2025-06-10T02:15:00,solar-inv-001,0.0,336.521,231.4,0.0,49.98,0.0,10.9,standby
2025-06-10T02:30:00,solar-inv-001,0.008,336.523,233.3,0.03,50.014,0.0,11.7,standby
2025-06-10T02:45:00,solar-inv-001,0.021,336.528,229.5,0.09,49.974,0.0,13.5,on
2025-06-10T03:00:00,solar-inv-001,0.027,336.535,229.7,0.12,49.937,0.0,12.6,on
2025-06-10T03:15:00,solar-inv-001,0.0,336.535,231.6,0.0,50.007,0.0,15.3,standby
2025-06-10T03:30:00,solar-inv-001,0.037,336.544,230.5,0.16,49.994,0.0,13.2,on
2025-06-10T03:45:00,solar-inv-001,0.0,336.544,229.2,0.0,50.01,0.0,14.2,standby
2025-06-10T04:00:00,solar-inv-001,0.018,336.549,230.4,0.08,50.012,0.0,15.7,on
2025-06-10T04:15:00,solar-inv-001,0.0,336.549,229.3,0.0,50.003,0.0,15.2,standby
2025-06-10T04:30:00,solar-inv-001,0.0,336.549,232.6,0.0,49.997,0.0,14.6,standby
2025-06-10T04:45:00,solar-inv-001,0.003,336.55,228.8,0.01,50.014,0.0,15.4,standby
2025-06-10T05:00:00,solar-inv-001,0.0,336.55,228.0,0.0,49.986,0.0,16.9,standby
2025-06-10T05:15:00,solar-inv-001,0.0,336.55,227.4,0.0,50.006,0.0,18.2,standby
2025-06-10T05:30:00,solar-inv-001,0.009,336.552,228.1,0.04,50.027,0.0,17.2,standby
2025-06-10T05:45:00,solar-inv-001,0.222,336.607,229.8,0.97,50.003,44.4,19.7,on
2025-06-10T06:00:00,solar-inv-001,0.184,336.653,231.9,0.79,50.001,33.7,21.3,on
2025-06-10T06:15:00,solar-inv-001,0.84,336.863,230.9,3.64,49.986,171.6,25.8,on
2025-06-10T06:30:00,solar-inv-001,0.927,337.095,230.6,4.02,49.994,182.8,26.7,on
2025-06-10T06:45:00,solar-inv-001,0.403,337.196,229.0,1.76,50.017,79.6,25.3,on
2025-06-10T07:00:00,solar-inv-001,1.528,337.578,232.6,6.57,49.999,301.4,30.9,on
2025-06-10T07:15:00,solar-inv-001,1.371,337.921,234.1,5.86,50.025,276.1,32.3,on
2025-06-10T07:30:00,solar-inv-001,1.919,338.4,232.4,8.26,50.017,383.1,35.5,on
2025-06-10T07:45:00,solar-inv-001,2.806,339.102,229.9,12.21,50.004,552.4,41.2,on
2025-06-10T08:00:00,solar-inv-001,2.83,339.809,232.4,12.18,50.006,566.2,41.6,on
2025-06-10T08:15:00,solar-inv-001,2.117,340.339,228.2,9.28,50.001,413.0,37.8,on
2025-06-10T08:30:00,solar-inv-001,0.861,340.554,230.2,3.74,49.987,168.2,31.0,on
2025-06-10T08:45:00,solar-inv-001,3.087,341.326,230.3,13.4,50.02,618.9,46.4,on
2025-06-10T09:00:00,solar-inv-001,2.481,341.946,229.5,10.81,50.008,492.9,42.6,on
2025-06-10T09:15:00,solar-inv-001,3.977,342.94,231.0,17.22,50.02,783.6,51.1,on
2025-06-10T09:30:00,solar-inv-001,3.183,343.736,226.6,14.05,50.04,635.7,47.2,on
2025-06-10T09:45:00,solar-inv-001,4.016,344.74,233.7,17.18,50.014,804.7,53.0,on
2025-06-10T10:00:00,solar-inv-001,4.646,345.901,232.2,20.01,49.956,920.0,56.9,on
2025-06-10T10:15:00,solar-inv-001,3.063,346.667,229.7,13.33,49.991,611.3,47.7,on
2025-06-10T10:30:00,solar-inv-001,3.839,347.627,229.0,16.76,50.023,763.8,52.0,on
2025-06-10T10:45:00,solar-inv-001,4.972,348.87,227.1,21.89,50.002,980.5,58.7,on
2025-06-10T11:00:00,solar-inv-001,4.512,349.998,233.5,19.32,49.995,890.4,56.0,on
2025-06-10T11:15:00,solar-inv-001,4.163,351.039,228.2,18.24,50.002,830.3,55.5,on
2025-06-10T11:30:00,solar-inv-001,3.743,351.974,229.0,16.34,49.987,739.7,51.9,on
2025-06-10T11:45:00,solar-inv-001,3.75,352.912,226.2,16.58,49.989,741.6,53.7,on
2025-06-10T12:00:00,solar-inv-001,2.303,353.488,229.8,10.02,50.041,454.7,42.7,on
2025-06-10T12:15:00,solar-inv-001,4.208,354.54,229.7,18.32,49.983,833.0,56.8,on
2025-06-10T12:30:00,solar-inv-001,5.168,355.832,228.6,22.61,49.982,1022.4,61.2,on
2025-06-10T12:45:00,solar-inv-001,5.637,357.241,229.3,24.58,50.002,1115.5,62.8,on
2025-06-10T13:00:00,solar-inv-001,3.861,358.206,229.0,16.86,49.987,768.6,52.4,on
2025-06-10T13:15:00,solar-inv-001,3.932,359.189,232.4,16.92,49.977,784.0,53.2,on
2025-06-10T13:30:00,solar-inv-001,4.72,360.369,232.8,20.27,49.989,942.0,57.5,on
2025-06-10T13:45:00,solar-inv-001,1.846,360.831,230.1,8.02,49.972,363.2,40.7,on
2025-06-10T14:00:00,solar-inv-001,5.476,362.2,231.8,23.62,50.04,1078.2,60.8,on
2025-06-10T14:15:00,solar-inv-001,4.239,363.26,230.4,18.4,49.995,844.0,53.8,on
2025-06-10T14:30:00,solar-inv-001,4.649,364.422,232.5,20.0,49.999,924.5,54.3,on
2025-06-10T14:45:00,solar-inv-001,4.107,365.448,227.6,18.04,49.964,813.7,52.5,on
2025-06-10T15:00:00,solar-inv-001,3.002,366.199,229.8,13.06,49.998,599.5,43.8,on
2025-06-10T15:15:00,solar-inv-001,3.82,367.154,230.5,16.57,49.986,754.8,49.7,on
2025-06-10T15:30:00,solar-inv-001,4.186,368.2,231.3,18.1,50.023,835.4,51.6,on
2025-06-10T15:45:00,solar-inv-001,2.803,368.901,231.0,12.13,50.026,562.1,43.6,on
2025-06-10T16:00:00,solar-inv-001,4.002,369.902,231.6,17.28,49.988,791.3,48.9,on
2025-06-10T16:15:00,solar-inv-001,3.229,370.709,232.1,13.91,50.0,639.4,45.1,on
2025-06-10T16:30:00,solar-inv-001,3.47,371.576,229.0,15.15,50.016,689.0,45.2,on
2025-06-10T16:45:00,solar-inv-001,2.468,372.193,232.4,10.62,49.951,494.9,37.9,on
2025-06-10T17:00:00,solar-inv-001,2.318,372.773,225.6,10.27,49.973,458.8,35.8,on
2025-06-10T17:15:00,solar-inv-001,1.86,373.238,232.8,7.99,49.985,366.4,33.4,on
2025-06-10T17:30:00,solar-inv-001,2.27,373.805,229.3,9.9,50.009,451.9,35.4,on
2025-06-10T17:45:00,solar-inv-001,1.841,374.266,231.0,7.97,49.998,372.9,31.8,on
2025-06-10T18:00:00,solar-inv-001,1.802,374.716,228.8,7.88,49.993,361.3,31.1,on
2025-06-10T18:15:00,solar-inv-001,1.319,375.046,229.2,5.75,49.965,266.9,26.7,on
2025-06-10T18:30:00,solar-inv-001,0.419,375.151,230.9,1.81,49.981,75.6,19.3,on
2025-06-10T18:45:00,solar-inv-001,0.717,375.33,230.6,3.11,50.013,138.3,23.5,on
2025-06-10T19:00:00,solar-inv-001,0.518,375.459,228.0,2.27,50.01,108.5,21.7,on
2025-06-10T19:15:00,solar-inv-001,0.284,375.53,230.9,1.23,49.987,53.5,19.1,on
2025-06-10T19:30:00,solar-inv-001,0.0,375.53,229.5,0.0,50.02,0.0,17.3,standby
2025-06-10T19:45:00,solar-inv-001,0.0,375.53,232.4,0.0,49.97,0.0,15.3,standby
2025-06-10T20:00:00,solar-inv-001,0.0,375.53,229.4,0.0,49.996,0.0,13.6,standby
2025-06-10T20:15:00,solar-inv-001,0.023,375.536,229.8,0.1,49.982,0.0,12.3,on
2025-06-10T20:30:00,solar-inv-001,0.016,375.54,229.9,0.07,49.986,0.0,13.4,on
2025-06-10T20:45:00,solar-inv-001,0.0,375.54,229.0,0.0,49.994,0.0,13.8,standby
2025-06-10T21:00:00,solar-inv-001,0.0,375.54,229.1,0.0,49.984,0.0,12.1,standby
2025-06-10T21:15:00,solar-inv-001,0.012,375.543,232.5,0.05,49.986,0.0,9.8,on
2025-06-10T21:30:00,solar-inv-001,0.004,375.544,230.0,0.02,49.993,0.0,11.7,standby
2025-06-10T21:45:00,solar-inv-001,0.021,375.549,227.1,0.09,50.021,0.0,11.7,on
2025-06-10T22:00:00,solar-inv-001,0.0,375.549,232.2,0.0,49.998,0.0,11.2,standby
2025-06-10T22:15:00,solar-inv-001,0.005,375.551,231.6,0.02,50.004,0.0,10.2,standby
2025-06-10T22:30:00,solar-inv-001,0.0,375.551,229.9,0.0,50.03,0.0,10.8,standby
2025-06-10T22:45:00,solar-inv-001,0.0,375.551,232.7,0.0,49.996,0.0,10.4,standby
2025-06-10T23:00:00,solar-inv-001,0.008,375.553,231.6,0.03,49.984,0.0,11.6,standby
2025-06-10T23:15:00,solar-inv-001,0.031,375.56,228.2,0.14,49.986,0.0,9.3,on
2025-06-10T23:30:00,solar-inv-001,0.0,375.56,227.0,0.0,49.982,0.0,9.9,standby
2025-06-10T23:45:00,solar-inv-001,0.004,375.561,228.0,0.02,49.998,0.0,8.1,standby
2025-06-11T00:00:00,solar-inv-001,0.0,375.561,233.1,0.0,49.99,0.0,11.1,standby
2025-06-11T00:15:00,solar-inv-001,0.008,375.563,232.9,0.03,50.013,0.0,8.0,standby
2025-06-11T00:30:00,solar-inv-001,0.0,375.563,234.2,0.0,49.999,0.0,10.3,standby
2025-06-11T00:45:00,solar-inv-001,0.028,375.57,229.7,0.12,50.014,0.0,9.1,on
2025-06-11T01:00:00,solar-inv-001,0.0,375.57,231.7,0.0,50.022,0.0,9.1,standby
2025-06-11T01:15:00,solar-inv-001,0.0,375.57,228.3,0.0,50.02,0.0,10.7,standby
2025-06-11T01:30:00,solar-inv-001,0.0,375.57,230.0,0.0,49.953,0.0,11.5,standby
2025-06-11T01:45:00,solar-inv-001,0.004,375.571,231.7,0.02,50.027,0.0,12.2,standby
2025-06-11T02:00:00,solar-inv-001,0.008,375.573,225.6,0.04,49.996,0.0,11.4,standby
2025-06-11T02:15:00,solar-inv-001,0.0,375.573,230.3,0.0,50.017,0.0,13.8,standby
